"","product","first18mo","first2yrs","first3yrs","first4yrs","first5yrs","last10of20yrs"
"1","Gas",0.354522613180829,0.424916283236442,0.531132314744013,0.6088084818966,0.668962713670909,0.153274900515612
"2","Oil",0.48335396681226,0.553459160037834,0.650339320706305,0.715769636334826,0.76387620106919,0.104268927668757
