"","x"
"172",0.908470822878186
"173",0.909295789060224
"174",0.910114234133083
"175",0.910926244834829
"176",0.911731906286803
"177",0.912531302032294
"178",0.913324514074086
"179",0.914111622910909
"180",0.914892707572851
"181",0.915667845655739
"182",0.916437113354554
"183",0.917200585495888
"184",0.917958335569488
"185",0.918710435758913
"186",0.919456956971334
"187",0.920197968866507
"188",0.920933539884941
"189",0.921663737275298
"190",0.922388627121032
"191",0.923108274366313
"192",0.923822742841239
"193",0.924532095286373
"194",0.925236393376624
"195",0.925935697744479
"196",0.926630068002631
"197",0.927319562766001
"198",0.928004239673178
"199",0.928684155407304
"200",0.92935936571641
"201",0.930029925433225
"202",0.930695888494473
"203",0.93135730795968
"204",0.932014236029485
"205",0.932666724063504
"206",0.933314822597727
"207",0.933958581361479
"208",0.934598049293962
"209",0.935233274560372
"210",0.935864304567626
"211",0.936491185979693
"212",0.937113964732551
"213",0.937732686048769
"214",0.938347394451742
"215",0.938958133779579
"216",0.939564947198644
"217",0.940167877216784
"218",0.940766965696234
"219",0.941362253866206
"220",0.941953782335197
"221",0.942541591102982
"222",0.943125719572344
"223",0.943706206560521
"224",0.944283090310377
"225",0.944856408501329
"226",0.945426198260011
"227",0.945992496170689
"228",0.946555338285444
"229",0.947114760134118
"230",0.947670796734035
"231",0.948223482599498
"232",0.948772851751073
"233",0.94931893772467
"234",0.949861773580405
"235",0.950401391911285
"236",0.950937824851678
"237",0.951471104085616
"238",0.952001260854895
"239",0.952528325967017
"240",0.953052329802941
"241",0.953573302324674
"242",0.954091273082697
"243",0.954606271223228
"244",0.955118325495329
"245",0.955627464257862
"246",0.956133715486294
"247",0.95663710677936
"248",0.957137665365583
"249",0.957635418109655
"250",0.958130391518687
"251",0.958622611748328
"252",0.95911210460875
"253",0.959598895570518
"254",0.96008300977033
"255",0.960564472016645
"256",0.961043306795188
"257",0.961519538274354
"258",0.961993190310486
"259",0.96246428645306
"260",0.962932849949757
"261",0.963398903751435
"262",0.963862470516998
"263",0.964323572618177
"264",0.9647822321442
"265",0.965238470906385
"266",0.965692310442632
"267",0.966143772021829
"268",0.966592876648172
"269",0.9670396450654
"270",0.967484097760947
"271",0.967926254970014
"272",0.968366136679562
"273",0.968803762632225
"274",0.969239152330151
"275",0.96967232503877
"276",0.970103299790485
"277",0.970532095388302
"278",0.970958730409376
"279",0.971383223208507
"280",0.971805591921557
"281",0.972225854468812
"282",0.972644028558273
"283",0.973060131688892
"284",0.973474181153744
"285",0.973886194043141
"286",0.974296187247694
"287",0.974704177461306
"288",0.975110181184122
"289",0.975514214725423
"290",0.97591629420646
"291",0.976316435563244
"292",0.976714654549287
"293",0.977110966738282
"294",0.977505387526747
"295",0.97789793213662
"296",0.978288615617797
"297",0.97867745285064
"298",0.97906445854843
"299",0.979449647259778
"300",0.979833033370998
"301",0.980214631108435
"302",0.980594454540751
"303",0.980972517581176
"304",0.981348833989711
"305",0.981723417375304
"306",0.982096281197982
"307",0.982467438770943
"308",0.982836903262619
"309",0.983204687698702
"310",0.983570804964131
"311",0.983935267805049
"312",0.984298088830729
"313",0.98465928051546
"314",0.985018855200407
"315",0.985376825095443
"316",0.985733202280937
"317",0.986087998709529
"318",0.986441226207863
"319",0.986792896478294
"320",0.987143021100573
"321",0.987491611533496
"322",0.987838679116528
"323",0.988184235071407
"324",0.988528290503709
"325",0.9888708564044
"326",0.989211943651357
"327",0.989551563010862
"328",0.989889725139079
"329",0.990226440583497
"330",0.990561719784363
"331",0.990895573076079
"332",0.991228010688584
"333",0.991559042748715
"334",0.991888679281539
"335",0.992216930211675
"336",0.992543805364581
"337",0.992869314467837
"338",0.993193467152393
"339",0.993516272953806
"340",0.993837741313457
"341",0.994157881579747
"342",0.994476703009273
"343",0.99479421476799
"344",0.995110425932352
"345",0.995425345490439
"346",0.995738982343059
"347",0.996051345304844
"348",0.996362443105318
"349",0.996672284389959
"350",0.996980877721237
"351",0.997288231579642
"352",0.99759435436469
"353",0.997899254395922
"354",0.998202939913882
"355",0.998505419081082
"356",0.998806699982954
"357",0.999106790628783
"358",0.999405698952636
"359",0.999703432814263
"360",1
