"","x"
"1",0.569884941522582
"2",1
"3",0.878035615772298
"4",0.77927494114292
"5",0.697948268118071
"6",0.630012073775583
"7",0.572556380551007
"8",0.523438636369301
"9",0.48104971040191
"10",0.444159858445522
"11",0.41181468096061
"12",0.383263231075958
"13",0.357907322401589
"14",0.335265131657767
"15",0.314944635143941
"16",0.296623933571787
"17",0.280036481769457
"18",0.264959863464748
"19",0.251207163596858
"20",0.238620267922094
"21",0.227064609267456
"22",0.216425011341787
"23",0.206602373564359
"24",0.197511006314958
"25",0.189076473556091
"26",0.181233834439905
"27",0.173926201043315
"28",0.167103548362412
"29",0.160721726947088
"30",0.15474163934246
"31",0.14912854973315
"32",0.143851502513255
"33",0.138882830403779
"34",0.134197736558461
"35",0.129773938095448
"36",0.125591360857796
"37",0.12163187708396
"38",0.117879079169028
"39",0.114318083900982
"40",0.110935362527174
"41",0.107718592793052
"42",0.104656529735969
"43",0.101738892540886
"44",0.0989562651951744
"45",0.0963000090345795
"46",0.0937621855662157
"47",0.0913354881985067
"48",0.0890131817115489
"49",0.0867890484716658
"50",0.084657340536891
"51",0.0826127369205229
"52",0.0806503053816097
"53",0.0787654681974052
"54",0.0769539714460647
"55",0.0752118573902486
"56",0.0735354396056084
"57",0.0719212805437925
"58",0.0703661712588194
"59",0.068867113059417
"60",0.0674213008790487
"61",0.0660261081805292
"62",0.0646790732339603
"63",0.0633778866256718
"64",0.0621203798723526
"65",0.0609045150289462
"66",0.0597283751914541
"67",0.0585901558068033
"68",0.0574881567115824
"69",0.0564207748299384
"70",0.0553864974683889
"71",0.0543838961518925
"72",0.0534116209513289
"73",0.0524683952576888
"74",0.0515530109628266
"75",0.050664324010675
"76",0.0498012502864129
"77",0.0489627618142765
"78",0.0481478832375528
"79",0.0473556885568406
"80",0.0465852981049348
"81",0.0458358757387264
"82",0.0451066262303326
"83",0.044396792841306
"84",0.0437056550652421
"85",0.0430325265254258
"86",0.0423767530153455
"87",0.0417377106709767
"88",0.0411148042647061
"89",0.0405074656116388
"90",0.0399151520798249
"91",0.039337345196655
"92",0.038773549344326
"93",0.0382232905378644
"94",0.0376861152797321
"95",0.0371615894855221
"96",0.0366492974756975
"97",0.0361488410287274
"98",0.0356598384913412
"99",0.0351819239419587
"100",0.0347147464036585
"101",0.0342579691033255
"102",0.0338112687738787
"103",0.0333743349967084
"104",0.0329468695816717
"105",0.0325285859821896
"106",0.0321192087431704
"107",0.0317184729796484
"108",0.0313261238841822
"109",0.0309419162611957
"110",0.0305656140865716
"111",0.0301969900909321
"112",0.0298358253651441
"113",0.0294819089866935
"114",0.0291350376656615
"115",0.0287950154091268
"116",0.0284616532028923
"117",0.0281347687095141
"118",0.0278141859816733
"119",0.0274997351899988
"120",0.0271912523645053
"121",0.0268885791488665
"122",0.026591562566792
"123",0.0263000547998252
"124",0.0260139129759223
"125",0.0257329989682125
"126",0.0254571792033759
"127",0.0251863244791147
"128",0.0249203097902208
"129",0.0246590141627757
"130",0.0244023204960476
"131",0.0241501154116754
"132",0.0239022891097539
"133",0.0236587352314586
"134",0.0234193507278695
"135",0.0231840357346718
"136",0.0229526934524326
"137",0.0227252300321687
"138",0.0225015544659371
"139",0.0222815784821948
"140",0.02206521644569
"141",0.0218523852616598
"142",0.0216430042841205
"143",0.0214369952280518
"144",0.0212342820852826
"145",0.0210347910439026
"146",0.0208384504110268
"147",0.020645190538755
"148",0.0204549437531742
"149",0.0202676442862591
"150",0.0200832282105368
"151",0.0199016333763857
"152",0.0197227993518464
"153",0.0195466673648304
"154",0.0193731802476157
"155",0.019202282383526
"156",0.0190339196556945
"157",0.0188680393978193
"158",0.0187045903468208
"159",0.0185435225973173
"160",0.0183847875578385
"161",0.0182283379087002
"162",0.0180741275614687
"163",0.0179221116199453
"164",0.017772246342606
"165",0.017624489106433
"166",0.0174787983720808
"167",0.0173351336503176
"168",0.0171934554696907
"169",0.0170537253453637
"170",0.0169159057490767
"171",0.0167799600801826
"172",0.0166458526377163
"173",0.0165135485934537
"174",0.0163830139659205
"175",0.0162542155953115
"176",0.0161271211192856
"177",0.0160016989495994
"178",0.0158779182495469
"179",0.015755748912174
"180",0.0156351615392354
"181",0.0155161274208674
"182",0.0153986185159454
"183",0.0152826074331031
"184",0.0151680674123848
"185",0.0150549723075086
"186",0.0149432965687156
"187",0.0148330152261842
"188",0.0147241038739871
"189",0.014616538654571
"190",0.0145102962437394
"191",0.0144053538361197
"192",0.014301689131097
"193",0.0141992803191962
"194",0.014098106068898
"195",0.0139981455138709
"196",0.0138993782406051
"197",0.0138017842764336
"198",0.0137053440779272
"199",0.0136100385196481
"200",0.0135158488832521
"201",0.0134227568469239
"202",0.013330744475137
"203",0.0132397942087238
"204",0.0131498888552473
"205",0.0130610115796623
"206",0.0129731458952575
"207",0.0128862756548675
"208",0.0128003850423462
"209",0.0127154585642925
"210",0.0126314810420195
"211",0.0125484376037599
"212",0.0124663136770976
"213",0.0123850949816203
"214",0.0123047675217839
"215",0.0122253175799832
"216",0.0121467317098201
"217",0.0120689967295648
"218",0.0119920997158025
"219",0.0119160279972599
"220",0.0118407691488051
"221",0.0117663109856169
"222",0.0116926415575153
"223",0.011619749143451
"224",0.0115476222461469
"225",0.0114762495868871
"226",0.0114056201004492
"227",0.011335722930175
"228",0.0112665474231753
"229",0.0111980831256648
"230",0.0111303197784229
"231",0.0110632473123759
"232",0.0109968558442985
"233",0.0109311356726287
"234",0.0108660772733949
"235",0.0108016712962495
"236",0.0107379085606079
"237",0.0106747800518883
"238",0.0106122769178494
"239",0.0105503904650241
"240",0.0104891121552446
"241",0.0104284336022583
"242",0.0103683465684294
"243",0.0103088429615257
"244",0.0102499148315876
"245",0.0101915543678754
"246",0.0101337538958952
"247",0.0100765058744984
"248",0.0100198028930554
"249",0.0099636376686986
"250",0.00990800304363507
"251",0.00985289198252515
"252",0.00979829756992633
"253",0.00974421300779976
"254",0.00969063161307808
"255",0.00963754681529249
"256",0.00958495215425777
"257",0.00953284127781322
"258",0.00948120793961832
"259",0.00943004599700139
"260",0.00937934940885976
"261",0.0093291122336102
"262",0.00927932862718808
"263",0.00922999284109391
"264",0.00918109922048613
"265",0.00913264220231874
"266",0.00908461631352258
"267",0.00903701616922914
"268",0.00898983647103571
"269",0.00894307200531078
"270",0.00889671764153861
"271",0.00885076833070193
"272",0.00880521910370174
"273",0.00876006506981325
"274",0.00871530141517703
"275",0.0086709234013244
"276",0.00862692636373619
"277",0.00858330571043402
"278",0.00854005692060317
"279",0.00849717554324637
"280",0.00845465719586758
"281",0.00841249756318503
"282",0.00837069239587282
"283",0.0083292375093303
"284",0.00828812878247849
"285",0.00824736215658295
"286",0.00820693363410241
"287",0.00816683927756236
"288",0.00812707520845327
"289",0.00808763760615247
"290",0.00804852270686948
"291",0.00800972680261378
